date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:24:47	240691/240691	---M--	200	added ('OK')	image/png	date:Sun,%2018%20Jun%202023%2017:55:55%20GMT	https://ai-tool.nextjstemplates.com/_next/image?url=https%3A%2F%2Fcdn.sanity.io%2Fimages%2Fnq6dnm34%2Fproduction%2F9e6b67ab379a182243ac521db056e96918ff1b5d-1000x667.png&w=3840&q=75	C:/Github/teste/ai-tool.nextjstemplates.com/_next/9e6b67ab379a182243ac521db056e96918ff1b5d-1000x667d13d.png	(from https://ai-tool.nextjstemplates.com/)
20:24:48	79321/79321	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Oct%202024%2023:24:51%20GMT	https://ai-tool.nextjstemplates.com/blog/exploring-the-mern-stack-powering-modern-web-development	C:/Github/teste/ai-tool.nextjstemplates.com/blog/exploring-the-mern-stack-powering-modern-web-development.html	(from https://ai-tool.nextjstemplates.com/)
20:24:48	143689/143689	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Jun%202023%2005:29:39%20GMT	https://ai-tool.nextjstemplates.com/_next/image?url=https%3A%2F%2Fcdn.sanity.io%2Fimages%2Fnq6dnm34%2Fproduction%2Fb34fca863dc4efa821da4e71328ec9718ab14062-970x440.png&w=3840&q=75	C:/Github/teste/ai-tool.nextjstemplates.com/_next/b34fca863dc4efa821da4e71328ec9718ab14062-970x4408b25.png	(from https://ai-tool.nextjstemplates.com/)
20:24:50	78263/78263	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Oct%202024%2023:24:53%20GMT	https://ai-tool.nextjstemplates.com/blog/best-ui-components-for-modern-websites	C:/Github/teste/ai-tool.nextjstemplates.com/blog/best-ui-components-for-modern-websites.html	(from https://ai-tool.nextjstemplates.com/)
20:24:50	162409/162409	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Jun%202023%2003:51:10%20GMT	https://ai-tool.nextjstemplates.com/_next/image?url=https%3A%2F%2Fcdn.sanity.io%2Fimages%2Fnq6dnm34%2Fproduction%2Ff492eebba9742b0c8c71dd541bd123cdd4fe2130-970x440.png&w=3840&q=75	C:/Github/teste/ai-tool.nextjstemplates.com/_next/f492eebba9742b0c8c71dd541bd123cdd4fe2130-970x4403625.png	(from https://ai-tool.nextjstemplates.com/)
20:24:50	604/604	---M--	200	added ('OK')	image/svg+xml	etag:%22701ad3410b76b6e178c8c19af9b1eecb%22	https://ai-tool.nextjstemplates.com/images/blur/blur-22.svg	C:/Github/teste/ai-tool.nextjstemplates.com/images/blur/blur-22.svg	(from https://ai-tool.nextjstemplates.com/)
20:24:50	77710/77710	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Oct%202024%2023:24:53%20GMT	https://ai-tool.nextjstemplates.com/blog/the-power-of-uiux-elevating-digital-experiences	C:/Github/teste/ai-tool.nextjstemplates.com/blog/the-power-of-uiux-elevating-digital-experiences.html	(from https://ai-tool.nextjstemplates.com/)
20:24:51	603/603	---M--	200	added ('OK')	image/svg+xml	etag:%22a75aa61e5a246b6d47b0004a9d27309b%22	https://ai-tool.nextjstemplates.com/images/blur/blur-23.svg	C:/Github/teste/ai-tool.nextjstemplates.com/images/blur/blur-23.svg	(from https://ai-tool.nextjstemplates.com/)
20:24:51	592/592	---M--	200	added ('OK')	image/svg+xml	etag:%2238e037a7355464c6062ce6381239621d%22	https://ai-tool.nextjstemplates.com/images/blur/blur-24.svg	C:/Github/teste/ai-tool.nextjstemplates.com/images/blur/blur-24.svg	(from https://ai-tool.nextjstemplates.com/)
20:24:51	5373/5373	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22602904eb971d1bc66a8a973de907f747%22	https://ai-tool.nextjstemplates.com/static/chunks/8326-18e82aa83d4185c6.js?dpl=dpl_23d1Zb521Cs1aAnbjs9SMCzuyLTa	C:/Github/teste/ai-tool.nextjstemplates.com/static/chunks/8326-18e82aa83d4185c6.5b56e9.delayed	(from https://ai-tool.nextjstemplates.com/)
20:24:52	5373/5373	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22602904eb971d1bc66a8a973de907f747%22	https://ai-tool.nextjstemplates.com/static/chunks/413-97124db4ebcbf279.js?dpl=dpl_23d1Zb521Cs1aAnbjs9SMCzuyLTa	C:/Github/teste/ai-tool.nextjstemplates.com/static/chunks/413-97124db4ebcbf279.5c56e9.delayed	(from https://ai-tool.nextjstemplates.com/)
20:24:52	5373/5373	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22602904eb971d1bc66a8a973de907f747%22	https://ai-tool.nextjstemplates.com/static/chunks/1324-ed03bed52bd5b63c.js?dpl=dpl_23d1Zb521Cs1aAnbjs9SMCzuyLTa	C:/Github/teste/ai-tool.nextjstemplates.com/static/chunks/1324-ed03bed52bd5b63c.5d56e9.delayed	(from https://ai-tool.nextjstemplates.com/)
20:24:52	5373/5373	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22602904eb971d1bc66a8a973de907f747%22	https://ai-tool.nextjstemplates.com/static/chunks/4908-348be032bfc7395c.js?dpl=dpl_23d1Zb521Cs1aAnbjs9SMCzuyLTa	C:/Github/teste/ai-tool.nextjstemplates.com/static/chunks/4908-348be032bfc7395c.5e56e9.delayed	(from https://ai-tool.nextjstemplates.com/)
20:24:53	5373/5373	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22602904eb971d1bc66a8a973de907f747%22	https://ai-tool.nextjstemplates.com/static/chunks/9222-ae95c5031ac4cd61.js?dpl=dpl_23d1Zb521Cs1aAnbjs9SMCzuyLTa	C:/Github/teste/ai-tool.nextjstemplates.com/static/chunks/9222-ae95c5031ac4cd61.5f56e9.delayed	(from https://ai-tool.nextjstemplates.com/)
20:24:53	5373/5373	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22602904eb971d1bc66a8a973de907f747%22	https://ai-tool.nextjstemplates.com/static/chunks/9310-b5b543b63f574c4e.js?dpl=dpl_23d1Zb521Cs1aAnbjs9SMCzuyLTa	C:/Github/teste/ai-tool.nextjstemplates.com/static/chunks/9310-b5b543b63f574c4e.6056e9.delayed	(from https://ai-tool.nextjstemplates.com/)
20:24:53	5373/5373	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22602904eb971d1bc66a8a973de907f747%22	https://ai-tool.nextjstemplates.com/static/chunks/5187-491b68da4259dbd4.js?dpl=dpl_23d1Zb521Cs1aAnbjs9SMCzuyLTa	C:/Github/teste/ai-tool.nextjstemplates.com/static/chunks/5187-491b68da4259dbd4.6156e9.delayed	(from https://ai-tool.nextjstemplates.com/)
20:24:54	697612/697612	---M--	200	added ('OK')	image/png	date:Sun,%2018%20Jun%202023%2017:55:55%20GMT	https://cdn.sanity.io/images/nq6dnm34/production/9e6b67ab379a182243ac521db056e96918ff1b5d-1000x667.png	C:/Github/teste/cdn.sanity.io/images/nq6dnm34/production/9e6b67ab379a182243ac521db056e96918ff1b5d-1000x667.png	(from https://ai-tool.nextjstemplates.com/)
20:24:55	349857/349857	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Jun%202023%2005:29:39%20GMT	https://cdn.sanity.io/images/nq6dnm34/production/b34fca863dc4efa821da4e71328ec9718ab14062-970x440.png	C:/Github/teste/cdn.sanity.io/images/nq6dnm34/production/b34fca863dc4efa821da4e71328ec9718ab14062-970x440.png	(from https://ai-tool.nextjstemplates.com/)
20:24:55	455432/455432	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Jun%202023%2003:51:10%20GMT	https://cdn.sanity.io/images/nq6dnm34/production/f492eebba9742b0c8c71dd541bd123cdd4fe2130-970x440.png	C:/Github/teste/cdn.sanity.io/images/nq6dnm34/production/f492eebba9742b0c8c71dd541bd123cdd4fe2130-970x440.png	(from https://ai-tool.nextjstemplates.com/)
20:24:55	616/616	---M--	200	added ('OK')	image/svg+xml	etag:%224f7e09bfd96dbfd6a03a68eec26613b0%22	https://ai-tool.nextjstemplates.com/images/blur/blur-01.svg	C:/Github/teste/ai-tool.nextjstemplates.com/images/blur/blur-01.svg	(from https://ai-tool.nextjstemplates.com/_next/static/css/6f6ebf6eec1a3afb.css)
20:24:56	607/607	---M--	200	added ('OK')	image/svg+xml	etag:%22f65b9de0cf5cebb456b327b67a6fb08d%22	https://ai-tool.nextjstemplates.com/images/blur/blur-06.svg	C:/Github/teste/ai-tool.nextjstemplates.com/images/blur/blur-06.svg	(from https://ai-tool.nextjstemplates.com/_next/static/css/6f6ebf6eec1a3afb.css)
20:24:56	604/604	---M--	200	added ('OK')	image/svg+xml	etag:%22058adf96dd8a198813bd0fcec38d9359%22	https://ai-tool.nextjstemplates.com/images/blur/blur-07.svg	C:/Github/teste/ai-tool.nextjstemplates.com/images/blur/blur-07.svg	(from https://ai-tool.nextjstemplates.com/_next/static/css/6f6ebf6eec1a3afb.css)
20:24:57	607/607	---M--	200	added ('OK')	image/svg+xml	etag:%227a01afb6ea7510513a6a062edf3c5de8%22	https://ai-tool.nextjstemplates.com/images/blur/blur-10.svg	C:/Github/teste/ai-tool.nextjstemplates.com/images/blur/blur-10.svg	(from https://ai-tool.nextjstemplates.com/_next/static/css/6f6ebf6eec1a3afb.css)
20:24:57	602/602	---M--	200	added ('OK')	image/svg+xml	etag:%22b2570d0b692890879bb1be50f45eccd5%22	https://ai-tool.nextjstemplates.com/images/blur/blur-18.svg	C:/Github/teste/ai-tool.nextjstemplates.com/images/blur/blur-18.svg	(from https://ai-tool.nextjstemplates.com/_next/static/css/6f6ebf6eec1a3afb.css)
20:24:57	604/604	---M--	200	added ('OK')	image/svg+xml	etag:%22326b7850419bece23e95632890ceff89%22	https://ai-tool.nextjstemplates.com/images/blur/blur-19.svg	C:/Github/teste/ai-tool.nextjstemplates.com/images/blur/blur-19.svg	(from https://ai-tool.nextjstemplates.com/_next/static/css/6f6ebf6eec1a3afb.css)
20:24:58	46448/46448	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2276c664406f190e00806ac6c948a50c49%22	https://ai-tool.nextjstemplates.com/images/cta/grid.svg	C:/Github/teste/ai-tool.nextjstemplates.com/images/cta/grid.svg	(from https://ai-tool.nextjstemplates.com/_next/static/css/6f6ebf6eec1a3afb.css)
20:24:58	1256/1256	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22a242a288ceed4557421985b305f3280c%22	https://ai-tool.nextjstemplates.com/images/blog/quote-shape-2.svg	C:/Github/teste/ai-tool.nextjstemplates.com/images/blog/quote-shape-2.svg	(from https://ai-tool.nextjstemplates.com/_next/static/css/6f6ebf6eec1a3afb.css)
20:24:58	1215/1215	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%223bdd3f98da5d436fe44598ca1132dcc3%22	https://ai-tool.nextjstemplates.com/images/blog/quote-shape-1.svg	C:/Github/teste/ai-tool.nextjstemplates.com/images/blog/quote-shape-1.svg	(from https://ai-tool.nextjstemplates.com/_next/static/css/6f6ebf6eec1a3afb.css)
20:24:59	342/342	---M--	200	added ('OK')	image/svg+xml	etag:%22595758db9f31f5b871dde582186e7f1a%22	https://ai-tool.nextjstemplates.com/images/ai-tools/icon-5.svg	C:/Github/teste/ai-tool.nextjstemplates.com/images/ai-tools/icon-5.svg	(from https://ai-tool.nextjstemplates.com/_next/static/css/6f6ebf6eec1a3afb.css)
20:24:59	38967/38967	---MCZ	200	added ('OK')	application/javascript	etag:W/%22655dca6836daf085422f8d52c39ff66e%22	https://ai-tool.nextjstemplates.com/_next/static/chunks/app/(site)/about/page-c269bad9f66ba4f3.js?dpl=dpl_23d1Zb521Cs1aAnbjs9SMCzuyLTa	C:/Github/teste/ai-tool.nextjstemplates.com/_next/static/chunks/app/(site)/about/page-c269bad9f66ba4f356e9.js	(from https://ai-tool.nextjstemplates.com/about)
20:24:59	7538/7538	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%227f809ab165f7da33fcccac1217b75a31%22	https://ai-tool.nextjstemplates.com/images/about/about.svg	C:/Github/teste/ai-tool.nextjstemplates.com/images/about/about.svg	(from https://ai-tool.nextjstemplates.com/about)
20:25:00	268904/268904	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Sep%202024%2022:42:10%20GMT	https://ai-tool.nextjstemplates.com/_next/image?url=%2Fimages%2Fvideo%2Fvideo.png&w=3840&q=75	C:/Github/teste/ai-tool.nextjstemplates.com/_next/video258f.png	(from https://ai-tool.nextjstemplates.com/about)
20:25:00	11485/11485	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Sep%202024%2022:42:11%20GMT	https://ai-tool.nextjstemplates.com/_next/image?url=%2Fimages%2Fteam%2Fteam-01.png&w=3840&q=75	C:/Github/teste/ai-tool.nextjstemplates.com/_next/team-01cbf6.png	(from https://ai-tool.nextjstemplates.com/about)
20:25:01	13170/13170	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Sep%202024%2013:27:32%20GMT	https://ai-tool.nextjstemplates.com/_next/image?url=%2Fimages%2Fteam%2Fteam-02.png&w=3840&q=75	C:/Github/teste/ai-tool.nextjstemplates.com/_next/team-02cb70.png	(from https://ai-tool.nextjstemplates.com/about)
20:25:01	14877/14877	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Sep%202024%2010:46:09%20GMT	https://ai-tool.nextjstemplates.com/_next/image?url=%2Fimages%2Fteam%2Fteam-03.png&w=3840&q=75	C:/Github/teste/ai-tool.nextjstemplates.com/_next/team-03d589.png	(from https://ai-tool.nextjstemplates.com/about)
20:25:01	21268/21268	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Sep%202024%2010:18:36%20GMT	https://ai-tool.nextjstemplates.com/_next/image?url=%2Fimages%2Fteam%2Fteam-04.png&w=3840&q=75	C:/Github/teste/ai-tool.nextjstemplates.com/_next/team-04cdb3.png	(from https://ai-tool.nextjstemplates.com/about)
20:25:02	22948/22948	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Sep%202024%2012:50:08%20GMT	https://ai-tool.nextjstemplates.com/_next/image?url=%2Fimages%2Fteam%2Fteam-05.png&w=3840&q=75	C:/Github/teste/ai-tool.nextjstemplates.com/_next/team-055992.png	(from https://ai-tool.nextjstemplates.com/about)
20:25:02	20675/20675	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Sep%202024%2014:15:06%20GMT	https://ai-tool.nextjstemplates.com/_next/image?url=%2Fimages%2Fteam%2Fteam-06.png&w=3840&q=75	C:/Github/teste/ai-tool.nextjstemplates.com/_next/team-06524e.png	(from https://ai-tool.nextjstemplates.com/about)
20:25:02	21764/21764	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Sep%202024%2022:42:14%20GMT	https://ai-tool.nextjstemplates.com/_next/image?url=%2Fimages%2Fteam%2Fteam-07.png&w=3840&q=75	C:/Github/teste/ai-tool.nextjstemplates.com/_next/team-072386.png	(from https://ai-tool.nextjstemplates.com/about)
20:25:03	19720/19720	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Sep%202024%2012:49:14%20GMT	https://ai-tool.nextjstemplates.com/_next/image?url=%2Fimages%2Fteam%2Fteam-08.png&w=3840&q=75	C:/Github/teste/ai-tool.nextjstemplates.com/_next/team-0835b7.png	(from https://ai-tool.nextjstemplates.com/about)
20:25:03	5373/5373	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22602904eb971d1bc66a8a973de907f747%22	https://ai-tool.nextjstemplates.com/279.js?dpl=dpl_23d1Zb521Cs1aAnbjs9SMCzuyLTa	C:/Github/teste/ai-tool.nextjstemplates.com/279.7a56e9.delayed	(from https://ai-tool.nextjstemplates.com/about)
20:25:03	5373/5373	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22602904eb971d1bc66a8a973de907f747%22	https://ai-tool.nextjstemplates.com/8da4259dbd4.js?dpl=dpl_23d1Zb521Cs1aAnbjs9SMCzuyLTa	C:/Github/teste/ai-tool.nextjstemplates.com/8da4259dbd4.7b56e9.delayed	(from https://ai-tool.nextjstemplates.com/about)
20:25:04	7879/7879	---MCZ	200	added ('OK')	application/javascript	etag:W/%220d37124e788d51c9233732a4bae165d4%22	https://ai-tool.nextjstemplates.com/_next/static/chunks/6662-4194230c1758fa01.js?dpl=dpl_23d1Zb521Cs1aAnbjs9SMCzuyLTa	C:/Github/teste/ai-tool.nextjstemplates.com/_next/static/chunks/6662-4194230c1758fa0156e9.js	(from https://ai-tool.nextjstemplates.com/blog)
20:25:04	14963/14963	---MCZ	200	added ('OK')	application/javascript	etag:W/%22108012f4276e55e9930ab6699346d8bd%22	https://ai-tool.nextjstemplates.com/_next/static/chunks/app/(site)/blog/page-c99f642ae41e5243.js?dpl=dpl_23d1Zb521Cs1aAnbjs9SMCzuyLTa	C:/Github/teste/ai-tool.nextjstemplates.com/_next/static/chunks/app/(site)/blog/page-c99f642ae41e524356e9.js	(from https://ai-tool.nextjstemplates.com/blog)
20:25:04	70159/70159	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Jun%202023%2005:32:33%20GMT	https://ai-tool.nextjstemplates.com/_next/image?url=https%3A%2F%2Fcdn.sanity.io%2Fimages%2Fnq6dnm34%2Fproduction%2Fb8b5e1f033a65f0194303d8a55ae400c50d27d1a-740x340.png&w=3840&q=75	C:/Github/teste/ai-tool.nextjstemplates.com/_next/b8b5e1f033a65f0194303d8a55ae400c50d27d1a-740x340d864.png	(from https://ai-tool.nextjstemplates.com/blog)
20:25:05	79095/79095	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Oct%202024%2023:25:08%20GMT	https://ai-tool.nextjstemplates.com/blog/tips-to-quickly-improve-your-coding-speed-in-2025-by-traversy-media	C:/Github/teste/ai-tool.nextjstemplates.com/blog/tips-to-quickly-improve-your-coding-speed-in-2025-by-traversy-media.html	(from https://ai-tool.nextjstemplates.com/blog)
20:25:05	129366/129366	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Jun%202023%2003:45:45%20GMT	https://ai-tool.nextjstemplates.com/_next/image?url=https%3A%2F%2Fcdn.sanity.io%2Fimages%2Fnq6dnm34%2Fproduction%2F2f34d4baaa4ddb04129da8fbb9d075533b927337-970x440.png&w=3840&q=75	C:/Github/teste/ai-tool.nextjstemplates.com/_next/2f34d4baaa4ddb04129da8fbb9d075533b927337-970x4406465.png	(from https://ai-tool.nextjstemplates.com/blog)
20:25:06	5373/5373	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22602904eb971d1bc66a8a973de907f747%22	https://ai-tool.nextjstemplates.com/static/chunks/6662-4194230c1758fa01.js?dpl=dpl_23d1Zb521Cs1aAnbjs9SMCzuyLTa	C:/Github/teste/ai-tool.nextjstemplates.com/static/chunks/6662-4194230c1758fa01.8256e9.delayed	(from https://ai-tool.nextjstemplates.com/blog)
20:25:06	79025/79025	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Oct%202024%2023:25:09%20GMT	https://ai-tool.nextjstemplates.com/blog/the-mern-stack-has-become-a-go-to-choice-for-modern-web-development-projects	C:/Github/teste/ai-tool.nextjstemplates.com/blog/the-mern-stack-has-become-a-go-to-choice-for-modern-web-development-projects.html	(from https://ai-tool.nextjstemplates.com/blog)
20:25:06	1691/1691	---MCZ	200	added ('OK')	application/javascript	etag:W/%22d03f0c54593c72d256413636fe8e8b78%22	https://ai-tool.nextjstemplates.com/_next/static/chunks/app/(site)/docs/page-16d75cb82bb302b5.js?dpl=dpl_23d1Zb521Cs1aAnbjs9SMCzuyLTa	C:/Github/teste/ai-tool.nextjstemplates.com/_next/static/chunks/app/(site)/docs/page-16d75cb82bb302b556e9.js	(from https://ai-tool.nextjstemplates.com/docs)
20:25:07	35522/35522	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Oct%202024%2023:25:10%20GMT	https://ai-tool.nextjstemplates.com/docs/bootstrap-template	C:/Github/teste/ai-tool.nextjstemplates.com/docs/bootstrap-template.html	(from https://ai-tool.nextjstemplates.com/docs)
20:25:08	32197/32197	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Oct%202024%2023:25:11%20GMT	https://ai-tool.nextjstemplates.com/docs/contact-form	C:/Github/teste/ai-tool.nextjstemplates.com/docs/contact-form.html	(from https://ai-tool.nextjstemplates.com/docs)
20:25:08	27373/27373	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Oct%202024%2023:25:11%20GMT	https://ai-tool.nextjstemplates.com/docs/style-guide	C:/Github/teste/ai-tool.nextjstemplates.com/docs/style-guide.html	(from https://ai-tool.nextjstemplates.com/docs)
20:25:08	34157/34157	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Oct%202024%2023:25:11%20GMT	https://ai-tool.nextjstemplates.com/docs/tailwind-component	C:/Github/teste/ai-tool.nextjstemplates.com/docs/tailwind-component.html	(from https://ai-tool.nextjstemplates.com/docs)
20:25:09	34100/34100	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Oct%202024%2023:25:12%20GMT	https://ai-tool.nextjstemplates.com/docs/tailwind-template	C:/Github/teste/ai-tool.nextjstemplates.com/docs/tailwind-template.html	(from https://ai-tool.nextjstemplates.com/docs)
20:25:09	12177/12177	---MCZ	200	added ('OK')	application/javascript	etag:W/%22d145f8305455ed2e761a8211494ca3a9%22	https://ai-tool.nextjstemplates.com/_next/static/chunks/app/(site)/pricing/page-2a6c45034aedd117.js?dpl=dpl_23d1Zb521Cs1aAnbjs9SMCzuyLTa	C:/Github/teste/ai-tool.nextjstemplates.com/_next/static/chunks/app/(site)/pricing/page-2a6c45034aedd11756e9.js	(from https://ai-tool.nextjstemplates.com/pricing)
20:25:09	5373/5373	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22602904eb971d1bc66a8a973de907f747%22	https://ai-tool.nextjstemplates.com/fc7395c.js?dpl=dpl_23d1Zb521Cs1aAnbjs9SMCzuyLTa	C:/Github/teste/ai-tool.nextjstemplates.com/fc7395c.8a56e9.delayed	(from https://ai-tool.nextjstemplates.com/pricing)
20:25:10	20966/20966	---MCZ	200	added ('OK')	application/javascript	etag:W/%22e343e74ee1543040895a0637ac3bed72%22	https://ai-tool.nextjstemplates.com/_next/static/chunks/app/(site)/auth/signin/page-615144dfe57a81c0.js?dpl=dpl_23d1Zb521Cs1aAnbjs9SMCzuyLTa	C:/Github/teste/ai-tool.nextjstemplates.com/_next/static/chunks/app/(site)/auth/signin/page-615144dfe57a81c056e9.js	(from https://ai-tool.nextjstemplates.com/auth/signin)
20:25:10	8234/8234	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22a0ce50f451c05e20d71621742f742834%22	https://ai-tool.nextjstemplates.com/images/signin/sigin.svg	C:/Github/teste/ai-tool.nextjstemplates.com/images/signin/sigin.svg	(from https://ai-tool.nextjstemplates.com/auth/signin)
20:25:10	5373/5373	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22602904eb971d1bc66a8a973de907f747%22	https://ai-tool.nextjstemplates.com/auth/static/chunks/8326-18e82aa83d4185c6.js?dpl=dpl_23d1Zb521Cs1aAnbjs9SMCzuyLTa	C:/Github/teste/ai-tool.nextjstemplates.com/auth/static/chunks/8326-18e82aa83d4185c6.8d56e9.delayed	(from https://ai-tool.nextjstemplates.com/auth/signin)
20:25:10	5373/5373	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22602904eb971d1bc66a8a973de907f747%22	https://ai-tool.nextjstemplates.com/auth/static/chunks/413-97124db4ebcbf279.js?dpl=dpl_23d1Zb521Cs1aAnbjs9SMCzuyLTa	C:/Github/teste/ai-tool.nextjstemplates.com/auth/static/chunks/413-97124db4ebcbf279.8e56e9.delayed	(from https://ai-tool.nextjstemplates.com/auth/signin)
20:25:11	5373/5373	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22602904eb971d1bc66a8a973de907f747%22	https://ai-tool.nextjstemplates.com/auth/static/chunks/1324-ed03bed52bd5b63c.js?dpl=dpl_23d1Zb521Cs1aAnbjs9SMCzuyLTa	C:/Github/teste/ai-tool.nextjstemplates.com/auth/static/chunks/1324-ed03bed52bd5b63c.8f56e9.delayed	(from https://ai-tool.nextjstemplates.com/auth/signin)
20:25:11	5373/5373	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22602904eb971d1bc66a8a973de907f747%22	https://ai-tool.nextjstemplates.com/auth/2bd5b63c.js?dpl=dpl_23d1Zb521Cs1aAnbjs9SMCzuyLTa	C:/Github/teste/ai-tool.nextjstemplates.com/auth/2bd5b63c.9056e9.delayed	(from https://ai-tool.nextjstemplates.com/auth/signin)
20:25:12	20169/20169	---MCZ	200	added ('OK')	application/javascript	etag:W/%22179316711b073ff4406a910150053dc9%22	https://ai-tool.nextjstemplates.com/_next/static/chunks/app/(site)/auth/signup/page-a998f9c7ededb0f4.js?dpl=dpl_23d1Zb521Cs1aAnbjs9SMCzuyLTa	C:/Github/teste/ai-tool.nextjstemplates.com/_next/static/chunks/app/(site)/auth/signup/page-a998f9c7ededb0f456e9.js	(from https://ai-tool.nextjstemplates.com/auth/signup)
20:25:12	5373/5373	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22602904eb971d1bc66a8a973de907f747%22	https://ai-tool.nextjstemplates.com/auth/static/chunks/4908-348be032bfc7395c.js?dpl=dpl_23d1Zb521Cs1aAnbjs9SMCzuyLTa	C:/Github/teste/ai-tool.nextjstemplates.com/auth/static/chunks/4908-348be032bfc7395c.9256e9.delayed	(from https://ai-tool.nextjstemplates.com/auth/signup)
20:25:12	5373/5373	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22602904eb971d1bc66a8a973de907f747%22	https://ai-tool.nextjstemplates.com/auth/static/chunks/9222-ae95c5031ac4cd61.js?dpl=dpl_23d1Zb521Cs1aAnbjs9SMCzuyLTa	C:/Github/teste/ai-tool.nextjstemplates.com/auth/static/chunks/9222-ae95c5031ac4cd61.9356e9.delayed	(from https://ai-tool.nextjstemplates.com/auth/signup)
20:25:12	274/274	---M--	200	added ('OK')	application/javascript	etag:%22221dce8991fa8a15273c81d8824daaf6%22	https://ai-tool.nextjstemplates.com/_next/static/chunks/app/(site)/error/page-8ecdcccdb0df4136.js?dpl=dpl_23d1Zb521Cs1aAnbjs9SMCzuyLTa	C:/Github/teste/ai-tool.nextjstemplates.com/_next/static/chunks/app/(site)/error/page-8ecdcccdb0df413656e9.js	(from https://ai-tool.nextjstemplates.com/error)
20:25:13	27320/27320	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22d3b704164d095070071291ea08af03fa%22	https://ai-tool.nextjstemplates.com/images/404.svg	C:/Github/teste/ai-tool.nextjstemplates.com/images/404.svg	(from https://ai-tool.nextjstemplates.com/error)
20:25:14	9347/9347	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c99ae12b58416dc27a023738e9459d01%22	https://ai-tool.nextjstemplates.com/_next/static/chunks/app/(site)/ai-examples/page-d564ce2f2da965b6.js?dpl=dpl_23d1Zb521Cs1aAnbjs9SMCzuyLTa	C:/Github/teste/ai-tool.nextjstemplates.com/_next/static/chunks/app/(site)/ai-examples/page-d564ce2f2da965b656e9.js	(from https://ai-tool.nextjstemplates.com/ai-examples)
20:25:14	2173/2173	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22cffce44f4b02fdfd595f8a52c11e49e8%22	https://ai-tool.nextjstemplates.com/images/ai-tools/icon-1.svg	C:/Github/teste/ai-tool.nextjstemplates.com/images/ai-tools/icon-1.svg	(from https://ai-tool.nextjstemplates.com/ai-examples)
20:25:14	1443/1443	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%229c0c41721c572c5809247248d16d6a6d%22	https://ai-tool.nextjstemplates.com/images/ai-tools/icon-2.svg	C:/Github/teste/ai-tool.nextjstemplates.com/images/ai-tools/icon-2.svg	(from https://ai-tool.nextjstemplates.com/ai-examples)
